Speed (Without Acceleration),Angle Speed,Ticks per Step (First),Ticks per Step (Periodic),Ticks per Step (Average),Steps per Second,Angles Before Gravity (Average),Angles Before Reset (Average)
5402,2945,,"8, 8, 8, 7",7.75,3.87,45597,116785
5403,2946,,"8, 8, 8, 7",7.75,3.87,45611,116818
5404,2947,8,"8, 8, 7",7.67,3.91,45332,113449
5405,2948,,"8, 8, 7",7.67,3.91,45346,113481
5406,2949,,"8, 8, 7",7.67,3.91,45360,113513
5407,2950,,"8, 8, 7",7.67,3.91,45374,113546
5408,2951,,"8, 8, 7",7.67,3.91,45387,113576
5409,2952,,"8, 8, 7",7.67,3.91,45401,113608
5410,2953,,"8, 8, 7",7.67,3.91,45415,113640
5411,2954,,"8, 8, 7",7.67,3.91,45428,113671
5412,2955,,"8, 8, 7",7.67,3.91,45439,113698
5413,2956,,"8, 8, 7",7.67,3.91,45453,113731
5414,2957,,"8, 8, 7",7.67,3.91,45467,113763
5415,2958,,"8, 8, 7",7.67,3.91,45481,113795
5416,2959,,"8, 8, 7",7.67,3.91,45495,113828
5417,2960,,"8, 8, 7",7.67,3.91,45508,113858
5418,2961,8,"8, 7",7.5,4.0,44938,107101
5419,2962,8,"8, 7",7.5,4.0,44952,107132
5420,2963,8,"8, 7",7.5,4.0,44966,107163
5421,2964,8,"8, 7",7.5,4.0,44978,107191
5422,2965,8,"8, 7",7.5,4.0,44990,107219
5423,2966,8,"8, 7",7.5,4.0,45004,107250
5424,2967,8,"8, 7",7.5,4.0,45018,107281
5425,2968,8,"8, 7",7.5,4.0,45032,107312
5426,2969,8,"8, 7",7.5,4.0,45044,107339
5427,2970,8,"8, 7",7.5,4.0,45058,107370
5428,2971,8,"8, 7",7.5,4.0,45072,107401
5429,2972,,"8, 7",7.5,4.0,45086,107432
5430,2973,,"8, 7",7.5,4.0,45096,107457
5431,2974,,"8, 7",7.5,4.0,45110,107488
5432,2975,,"8, 7",7.5,4.0,45124,107519
5433,2976,,"8, 7",7.5,4.0,45138,107550
5434,2977,,"8, 7",7.5,4.0,45152,107581
5435,2978,,"8, 7",7.5,4.0,45164,107608
5436,2979,,"8, 7",7.5,4.0,45178,107639
5437,2980,,"8, 7",7.5,4.0,45192,107670
5438,2981,,"8, 7",7.5,4.0,45206,107701
5439,2982,,"8, 7",7.5,4.0,45218,107729
5440,2983,,"8, 7",7.5,4.0,45230,107757
5441,2984,,"8, 7",7.5,4.0,45244,107788
5442,2985,,"8, 7",7.5,4.0,45258,107819
5443,2986,,"8, 7",7.5,4.0,45272,107850
5444,2987,,"8, 7",7.5,4.0,45286,107881
5445,2988,,"8, 7",7.5,4.0,45298,107908
5446,2989,,"8, 7",7.5,4.0,45312,107939
5447,2990,,"8, 7",7.5,4.0,45324,107967
5448,2991,,"8, 7",7.5,4.0,45338,107998
5449,2992,,"8, 7",7.5,4.0,45350,108026
5450,2993,,"8, 7",7.5,4.0,45364,108057
5451,2994,,"8, 7",7.5,4.0,45378,108088
5452,2995,,"8, 7",7.5,4.0,45392,108119
5453,2996,,"8, 7",7.5,4.0,45406,108150
5454,2997,,"8, 7",7.5,4.0,45418,108177
5455,2998,,"8, 7",7.5,4.0,45430,108205
5456,2999,,"8, 7",7.5,4.0,45444,108236
5457,3000,,"8, 7",7.5,4.0,45458,108267
5458,3001,,"8, 7",7.5,4.0,45472,108298
5459,3002,,"8, 7",7.5,4.0,45484,108326
5460,3003,,"8, 7",7.5,4.0,45498,108357
5461,3004,,"7, 8",7.5,4.0,45512,108388
5462,3005,,"7, 8",7.5,4.0,45526,108419
5463,3006,,"7, 8",7.5,4.0,45536,108443
5464,3007,,"7, 8",7.5,4.0,45550,108474
5465,3008,,"7, 8",7.5,4.0,45564,108505
5466,3009,,"7, 8",7.5,4.0,45578,108536
5467,3010,,"7, 8",7.5,4.0,45592,108567
5468,3011,,"7, 8",7.5,4.0,45604,108595
5469,3012,,"7, 8",7.5,4.0,45618,108626
5470,3013,,"7, 8",7.5,4.0,45632,108657
5471,3014,,"7, 8",7.5,4.0,45646,108688
5472,3015,,"7, 8",7.5,4.0,45658,108716
5473,3016,,"7, 8",7.5,4.0,45670,108743
5474,3017,,"7, 8",7.5,4.0,45684,108774
5475,3018,,"7, 8",7.5,4.0,45698,108805
5476,3019,,"7, 8",7.5,4.0,45712,108836
5477,3020,,"7, 8",7.5,4.0,45726,108867
5478,3021,,"7, 8",7.5,4.0,45738,108895
5479,3022,,"7, 8",7.5,4.0,45752,108926
5480,3023,,"7, 8",7.5,4.0,45764,108954
5481,3024,,"7, 8",7.5,4.0,45778,108985
5482,3025,,"7, 8",7.5,4.0,45790,109012
5483,3026,,"7, 8",7.5,4.0,45804,109043
5484,3027,,"7, 8",7.5,4.0,45818,109074
5485,3028,,"7, 8",7.5,4.0,45832,109105
5486,3029,,"7, 8",7.5,4.0,45846,109136
5487,3030,,"7, 8",7.5,4.0,45858,109164
5488,3031,,"7, 8",7.5,4.0,45870,109192
5489,3032,,"7, 8",7.5,4.0,45884,109223
5490,3033,,"7, 8",7.5,4.0,45898,109254
5491,3034,,"7, 8",7.5,4.0,45912,109285
5492,3035,,"7, 8",7.5,4.0,45924,109312
5493,3036,,"7, 8",7.5,4.0,45938,109343
5494,3037,,"7, 8",7.5,4.0,45952,109374
5495,3038,,"7, 8",7.5,4.0,45966,109405
5496,3039,,"7, 8",7.5,4.0,45976,109430
5497,3040,,"7, 8",7.5,4.0,45990,109461
5498,3041,,"7, 8",7.5,4.0,46004,109492
5499,3042,,"7, 8",7.5,4.0,46018,109523
5500,3043,,"7, 8",7.5,4.0,46032,109554
5501,3044,,"7, 8",7.5,4.0,46044,109581
5502,3045,,"7, 8",7.5,4.0,46058,109612
5503,3046,,"7, 8",7.5,4.0,46072,109643
5504,3047,,"7, 8",7.5,4.0,46086,109674
5505,3048,,"7, 8",7.5,4.0,46098,109702
5506,3049,,"7, 8",7.5,4.0,46110,109730
5507,3050,,"7, 8",7.5,4.0,46124,109761
5508,3051,,"7, 8",7.5,4.0,46138,109792
5509,3052,,"7, 8",7.5,4.0,46152,109823
5510,3053,,"7, 8",7.5,4.0,46166,109854
5511,3054,,"7, 8",7.5,4.0,46178,109881
5512,3055,,"7, 8",7.5,4.0,46192,109912
5513,3056,,"7, 8",7.5,4.0,46204,109940
5514,3057,,"7, 8",7.5,4.0,46218,109971
5515,3058,,"7, 8",7.5,4.0,46230,109999
5516,3059,,"7, 8",7.5,4.0,46244,110030
5517,3060,,"7, 8",7.5,4.0,46258,110061
5518,3061,,"7, 8",7.5,4.0,46272,110092
5519,3062,,"7, 8",7.5,4.0,46286,110123
5520,3063,,"7, 8",7.5,4.0,46298,110150
5521,3064,,"7, 8",7.5,4.0,46310,110178
5522,3065,,"7, 8",7.5,4.0,46324,110209
5523,3066,,"7, 8",7.5,4.0,46338,110240
5524,3067,,"7, 8",7.5,4.0,46352,110271
5525,3068,,"7, 8",7.5,4.0,46364,110299
5526,3069,,"7, 8",7.5,4.0,46378,110330
5527,3070,,"7, 8",7.5,4.0,46392,110361
5528,3071,,"7, 8",7.5,4.0,46406,110392
5529,3072,,"7, 8",7.5,4.0,46416,110416
5530,3073,,"7, 8",7.5,4.0,46430,110447
5531,3074,,"7, 8",7.5,4.0,46444,110478
5532,3075,,"7, 8",7.5,4.0,46458,110509
5533,3076,,"7, 8",7.5,4.0,46472,110540
5534,3077,,"7, 8",7.5,4.0,46484,110568
5535,3078,,"7, 8",7.5,4.0,46498,110599
5536,3079,,"7, 8",7.5,4.0,46512,110630
5537,3080,,"7, 8",7.5,4.0,46526,110661
5538,3081,,"7, 8",7.5,4.0,46538,110689
5539,3082,,"7, 8",7.5,4.0,46550,110716
5540,3083,,"7, 8",7.5,4.0,46564,110747
5541,3084,,"7, 8",7.5,4.0,46578,110778
5542,3085,,"7, 8",7.5,4.0,46592,110809
5543,3086,,"7, 8",7.5,4.0,46606,110840
5544,3087,,"7, 8",7.5,4.0,46618,110868
5545,3088,,"7, 8",7.5,4.0,46632,110899
5546,3089,,"7, 8",7.5,4.0,46644,110927
5547,3090,,"7, 8",7.5,4.0,46658,110958
5548,3091,,"7, 8",7.5,4.0,46670,110985
5549,3092,,"7, 8",7.5,4.0,46684,111016
5550,3093,,"7, 8",7.5,4.0,46698,111047
5551,3094,,"7, 8",7.5,4.0,46712,111078
5552,3095,,"7, 8",7.5,4.0,46726,111109
5553,3096,,"7, 8",7.5,4.0,46738,111137
5554,3097,,"7, 8",7.5,4.0,46750,111165
5555,3098,,"7, 8",7.5,4.0,46764,111196
5556,3099,,"7, 8",7.5,4.0,46778,111227
5557,3100,,"7, 8",7.5,4.0,46792,111258
5558,3101,,"7, 8",7.5,4.0,46804,111285
5559,3102,,"7, 8",7.5,4.0,46818,111316
5560,3103,,"7, 8",7.5,4.0,46832,111347
5561,3104,,"7, 8",7.5,4.0,46846,111378
5562,3105,,"7, 8",7.5,4.0,46856,111403
5563,3106,,"7, 8",7.5,4.0,46870,111434
5564,3107,,"7, 8",7.5,4.0,46884,111465
5565,3108,,"7, 8",7.5,4.0,46898,111496
5566,3109,,"7, 8",7.5,4.0,46912,111527
5567,3110,,"7, 8",7.5,4.0,46924,111554
5568,3111,,"7, 8, 7",7.33,4.09,46342,104801
5569,3112,,"7, 8, 7",7.33,4.09,46356,104830
5570,3113,,"7, 8, 7",7.33,4.09,46370,104860
5571,3114,,"7, 8, 7",7.33,4.09,46384,104890
5572,3115,,"7, 8, 7",7.33,4.09,46396,104917
5573,3116,,"7, 8, 7",7.33,4.09,46409,104945
5574,3117,,"7, 8, 7",7.33,4.09,46423,104974
5575,3118,,"7, 8, 7",7.33,4.09,46437,105004
5576,3119,,"7, 8, 7",7.33,4.09,46448,105029
5577,3120,,"7, 8, 7",7.33,4.09,46462,105059
5578,3121,,"7, 8, 7",7.33,4.09,46475,105087
5579,3122,,"7, 8, 7",7.33,4.09,46489,105116
5580,3123,,"7, 8, 7",7.33,4.09,46503,105146
5581,3124,,"7, 8, 7",7.33,4.09,46516,105173
5582,3125,,"7, 8, 7",7.33,4.09,46530,105203
5583,3126,,"7, 8, 7, 7",7.25,4.14,46245,101846
5584,3127,,"7, 8, 7, 7",7.25,4.14,46258,101873
5585,3128,,7,7.0,4.29,45376,91746
5586,3129,,7,7.0,4.29,45390,91773
5587,3130,,7,7.0,4.29,45404,91800
5588,3131,,7,7.0,4.29,45418,91827
5589,3132,,7,7.0,4.29,45432,91854
5590,3133,,7,7.0,4.29,45442,91875
5591,3134,,7,7.0,4.29,45456,91902
5592,3135,,7,7.0,4.29,45470,91929
5593,3136,,7,7.0,4.29,45484,91956
5594,3137,,7,7.0,4.29,45494,91977
5595,3138,,7,7.0,4.29,45508,92004
5596,3139,,7,7.0,4.29,45522,92031
5597,3140,,7,7.0,4.29,45536,92058
5598,3141,,7,7.0,4.29,45546,92079
5599,3142,,7,7.0,4.29,45560,92106
5600,3143,,7,7.0,4.29,45574,92133
5601,3144,,7,7.0,4.29,45588,92160
5602,3145,,7,7.0,4.29,45602,92187
5603,3146,,7,7.0,4.29,45612,92208
5604,3147,,7,7.0,4.29,45626,92235
5605,3148,,7,7.0,4.29,45640,92262
5606,3149,,7,7.0,4.29,45654,92289
5607,3150,,7,7.0,4.29,45664,92310
5608,3151,,7,7.0,4.29,45678,92337
5609,3152,,7,7.0,4.29,45692,92364
5610,3153,,7,7.0,4.29,45706,92391
5611,3154,,7,7.0,4.29,45720,92418
5612,3155,,7,7.0,4.29,45730,92439
5613,3156,,7,7.0,4.29,45744,92466
5614,3157,,7,7.0,4.29,45758,92493
5615,3158,,7,7.0,4.29,45772,92520
5616,3159,,7,7.0,4.29,45782,92541
5617,3160,,7,7.0,4.29,45796,92568
5618,3161,,7,7.0,4.29,45810,92595
5619,3162,,7,7.0,4.29,45824,92622
5620,3163,,7,7.0,4.29,45838,92649
5621,3164,,7,7.0,4.29,45848,92670
5622,3165,,7,7.0,4.29,45862,92697
5623,3166,,7,7.0,4.29,45876,92724
5624,3167,,7,7.0,4.29,45890,92751
5625,3168,,7,7.0,4.29,45900,92772
5626,3169,,7,7.0,4.29,45914,92799
5627,3170,,7,7.0,4.29,45928,92826
5628,3171,,7,7.0,4.29,45942,92853
5629,3172,,7,7.0,4.29,45956,92880
5630,3173,,7,7.0,4.29,45966,92901
5631,3174,,7,7.0,4.29,45980,92928
5632,3175,,7,7.0,4.29,45994,92955
5633,3176,,7,7.0,4.29,46008,92982
5634,3177,,7,7.0,4.29,46018,93003
5635,3178,,7,7.0,4.29,46032,93030
5636,3179,,7,7.0,4.29,46046,93057
5637,3180,,7,7.0,4.29,46060,93084
5638,3181,,7,7.0,4.29,46074,93111
5639,3182,,7,7.0,4.29,46084,93132
5640,3183,,7,7.0,4.29,46098,93159
5641,3184,,7,7.0,4.29,46112,93186
5642,3185,,7,7.0,4.29,46126,93213
5643,3186,,7,7.0,4.29,46136,93234
5644,3187,,7,7.0,4.29,46150,93261
5645,3188,,7,7.0,4.29,46164,93288
5646,3189,,7,7.0,4.29,46178,93315
5647,3190,,7,7.0,4.29,46192,93342
5648,3191,,7,7.0,4.29,46202,93363
5649,3192,,7,7.0,4.29,46216,93390
5650,3193,,7,7.0,4.29,46230,93417
5651,3194,,7,7.0,4.29,46244,93444
5652,3195,,7,7.0,4.29,46254,93465
5653,3196,,7,7.0,4.29,46268,93492
5654,3197,,7,7.0,4.29,46282,93519
5655,3198,,7,7.0,4.29,46296,93546
5656,3199,,7,7.0,4.29,46310,93573
5657,3200,,7,7.0,4.29,46320,93594
5658,3201,,7,7.0,4.29,46334,93621
5659,3202,,7,7.0,4.29,46348,93648
5660,3203,,7,7.0,4.29,46362,93675
5661,3204,,7,7.0,4.29,46372,93696
5662,3205,,7,7.0,4.29,46386,93723
5663,3206,,7,7.0,4.29,46400,93750
5664,3207,,7,7.0,4.29,46414,93777
5665,3208,,7,7.0,4.29,46428,93804
5666,3209,,7,7.0,4.29,46438,93825
5667,3210,,7,7.0,4.29,46452,93852
5668,3211,,7,7.0,4.29,46466,93879
5669,3212,,7,7.0,4.29,46480,93906
5670,3213,,7,7.0,4.29,46490,93927
5671,3214,,7,7.0,4.29,46504,93954
5672,3215,,7,7.0,4.29,46518,93981
5673,3216,,7,7.0,4.29,46532,94008
5674,3217,,7,7.0,4.29,46546,94035
5675,3218,,7,7.0,4.29,46556,94056
5676,3219,,7,7.0,4.29,46570,94083
5677,3220,,7,7.0,4.29,46584,94110
5678,3221,,7,7.0,4.29,46598,94137
5679,3222,,7,7.0,4.29,46608,94158
5680,3223,,7,7.0,4.29,46622,94185
5681,3224,,7,7.0,4.29,46636,94212
5682,3225,,7,7.0,4.29,46650,94239
5683,3226,,7,7.0,4.29,46664,94266
5684,3227,,7,7.0,4.29,46674,94287
5685,3228,,7,7.0,4.29,46688,94314
5686,3229,,7,7.0,4.29,46702,94341
5687,3230,,7,7.0,4.29,46716,94368
5688,3231,,7,7.0,4.29,46726,94389
5689,3232,,7,7.0,4.29,46740,94416
5690,3233,,7,7.0,4.29,46754,94443
5691,3234,,7,7.0,4.29,46768,94470
5692,3235,,7,7.0,4.29,46782,94497
5693,3236,,7,7.0,4.29,46792,94518
5694,3237,,7,7.0,4.29,46806,94545
5695,3238,,7,7.0,4.29,46820,94572
5696,3239,,7,7.0,4.29,46834,94599
5697,3240,,7,7.0,4.29,46844,94620
5698,3241,,7,7.0,4.29,46858,94647
5699,3242,,7,7.0,4.29,46872,94674
5700,3243,,7,7.0,4.29,46886,94701
5701,3244,,7,7.0,4.29,46900,94728
5702,3245,,7,7.0,4.29,46910,94749
5703,3246,,7,7.0,4.29,46924,94776
5704,3247,,7,7.0,4.29,46938,94803
5705,3248,,7,7.0,4.29,46952,94830
5706,3249,,7,7.0,4.29,46962,94851
5707,3250,,7,7.0,4.29,46976,94878
5708,3251,,7,7.0,4.29,46990,94905
5709,3252,,7,7.0,4.29,47004,94932
5710,3253,,7,7.0,4.29,47018,94959
5711,3254,,7,7.0,4.29,47028,94980
5712,3255,,7,7.0,4.29,47042,95007
5713,3256,,7,7.0,4.29,47056,95034
5714,3257,,7,7.0,4.29,47070,95061
5715,3258,,7,7.0,4.29,47080,95082
5716,3259,,7,7.0,4.29,47094,95109
5717,3260,,7,7.0,4.29,47108,95136
5718,3261,,7,7.0,4.29,47122,95163
5719,3262,,7,7.0,4.29,47136,95190
5720,3263,,7,7.0,4.29,47146,95211
5721,3264,,7,7.0,4.29,47160,95238
5722,3265,,7,7.0,4.29,47174,95265
5723,3266,,7,7.0,4.29,47188,95292
5724,3267,,7,7.0,4.29,47198,95313
5725,3268,,7,7.0,4.29,47212,95340
5726,3269,,7,7.0,4.29,47226,95367
5727,3270,,7,7.0,4.29,47240,95394
5728,3271,,7,7.0,4.29,47254,95421
5729,3272,,7,7.0,4.29,47264,95442
5730,3273,,7,7.0,4.29,47278,95469
5731,3274,,7,7.0,4.29,47292,95496
5732,3275,,7,7.0,4.29,47306,95523
5733,3276,,7,7.0,4.29,47316,95544
5734,3277,,7,7.0,4.29,47330,95571
5735,3278,,7,7.0,4.29,47344,95598
5736,3279,,7,7.0,4.29,47358,95625
5737,3280,,7,7.0,4.29,47372,95652
5738,3281,,7,7.0,4.29,47382,95673
5739,3282,,7,7.0,4.29,47396,95700
5740,3283,,7,7.0,4.29,47410,95727
5741,3284,,7,7.0,4.29,47424,95754
5742,3285,,7,7.0,4.29,47434,95775
5743,3286,,7,7.0,4.29,47448,95802
5744,3287,,7,7.0,4.29,47462,95829
5745,3288,,7,7.0,4.29,47476,95856
5746,3289,,7,7.0,4.29,47490,95883
5747,3290,,7,7.0,4.29,47500,95904
5748,3291,,7,7.0,4.29,47514,95931
5749,3292,,7,7.0,4.29,47528,95958
5750,3293,,7,7.0,4.29,47542,95985
5751,3294,,7,7.0,4.29,47552,96006
5752,3295,,7,7.0,4.29,47566,96033
5753,3296,,7,7.0,4.29,47580,96060
5754,3297,,7,7.0,4.29,47594,96087
5755,3298,,7,7.0,4.29,47608,96114
5756,3299,,7,7.0,4.29,47618,96135
5757,3300,,7,7.0,4.29,47632,96162
5758,3301,,7,7.0,4.29,47646,96189
5759,3302,,7,7.0,4.29,47660,96216
5760,3303,,7,7.0,4.29,47670,96237
5761,3304,,7,7.0,4.29,47684,96264
5762,3305,,7,7.0,4.29,47698,96291
5763,3306,,7,7.0,4.29,47712,96318
5764,3307,,7,7.0,4.29,47726,96345
5765,3308,,7,7.0,4.29,47736,96366
5766,3309,,7,7.0,4.29,47750,96393
5767,3310,,7,7.0,4.29,47764,96420
5768,3311,,7,7.0,4.29,47778,96447
5769,3312,,7,7.0,4.29,47788,96468
5770,3313,,7,7.0,4.29,47802,96495
5771,3314,,7,7.0,4.29,47816,96522
5772,3315,,7,7.0,4.29,47830,96549
5773,3316,,7,7.0,4.29,47844,96576
5774,3317,,7,7.0,4.29,47854,96597
5775,3318,,7,7.0,4.29,47868,96624
5776,3319,,7,7.0,4.29,47882,96651
5777,3320,,7,7.0,4.29,47896,96678
5778,3321,,7,7.0,4.29,47906,96699
5779,3322,,7,7.0,4.29,47920,96726
5780,3323,,7,7.0,4.29,47934,96753
5781,3324,,7,7.0,4.29,47948,96780
5782,3325,,7,7.0,4.29,47962,96807
5783,3326,,7,7.0,4.29,47972,96828
5784,3327,,7,7.0,4.29,47986,96855
5785,3328,,7,7.0,4.29,48000,96882
5786,3329,,7,7.0,4.29,48014,96909
5787,3330,,7,7.0,4.29,48024,96930
5788,3331,,7,7.0,4.29,48038,96957
5789,3332,,7,7.0,4.29,48052,96984
5790,3333,,7,7.0,4.29,48066,97011
5791,3334,,7,7.0,4.29,48080,97038
5792,3335,,7,7.0,4.29,48090,97059
5793,3336,,7,7.0,4.29,48104,97086
5794,3337,,7,7.0,4.29,48118,97113
5795,3338,,7,7.0,4.29,48132,97140
5796,3339,,7,7.0,4.29,48142,97161
5797,3340,,7,7.0,4.29,48156,97188
5798,3341,,7,7.0,4.29,48170,97215
5799,3342,,7,7.0,4.29,48184,97242
5800,3343,,7,7.0,4.29,48198,97269
5801,3344,,7,7.0,4.29,48208,97290
5802,3345,,7,7.0,4.29,48222,97317
5803,3346,,7,7.0,4.29,48236,97344
5804,3347,,7,7.0,4.29,48250,97371
5805,3348,,7,7.0,4.29,48260,97392
5806,3349,,7,7.0,4.29,48274,97419
5807,3350,,7,7.0,4.29,48288,97446
5808,3351,,7,7.0,4.29,48302,97473
5809,3352,,7,7.0,4.29,48316,97500
5810,3353,,7,7.0,4.29,48326,97521
5811,3354,,7,7.0,4.29,48340,97548
5812,3355,,7,7.0,4.29,48354,97575
5813,3356,,7,7.0,4.29,48368,97602
5814,3357,,7,7.0,4.29,48378,97623
5815,3358,,7,7.0,4.29,48392,97650
5816,3359,,7,7.0,4.29,48406,97677
5817,3360,,7,7.0,4.29,48420,97704
5818,3361,,7,7.0,4.29,48434,97731
5819,3362,,7,7.0,4.29,48444,97752
5820,3363,,7,7.0,4.29,48458,97779
5821,3364,,7,7.0,4.29,48472,97806
5822,3365,,7,7.0,4.29,48486,97833
5823,3366,,7,7.0,4.29,48496,97854
5824,3367,,7,7.0,4.29,48510,97881
5825,3368,,7,7.0,4.29,48524,97908
5826,3369,,7,7.0,4.29,48538,97935
5827,3370,,7,7.0,4.29,48552,97962
5828,3371,,7,7.0,4.29,48562,97983
5829,3372,,7,7.0,4.29,48576,98010
5830,3373,,7,7.0,4.29,48590,98037
5831,3374,,7,7.0,4.29,48604,98064
5832,3375,,7,7.0,4.29,48614,98085
5833,3376,,7,7.0,4.29,48628,98112
5834,3377,,7,7.0,4.29,48642,98139
5835,3378,,7,7.0,4.29,48656,98166
5836,3379,,7,7.0,4.29,48670,98193
5837,3380,,7,7.0,4.29,48680,98214
5838,3381,,7,7.0,4.29,48694,98241
5839,3382,,7,7.0,4.29,48708,98268
5840,3383,,7,7.0,4.29,48722,98295
5841,3384,,7,7.0,4.29,48732,98316
5842,3385,,7,7.0,4.29,48746,98343
5843,3386,,7,7.0,4.29,48760,98370
5844,3387,,7,7.0,4.29,48774,98397
5845,3388,,7,7.0,4.29,48788,98424
5846,3389,,7,7.0,4.29,48798,98445
5847,3390,,7,7.0,4.29,48812,98472
5848,3391,,7,7.0,4.29,48826,98499
5849,3392,,7,7.0,4.29,48840,98526
5850,3393,,7,7.0,4.29,48850,98547
5851,3394,,7,7.0,4.29,48864,98574
5852,3395,,7,7.0,4.29,48878,98601
5853,3396,,7,7.0,4.29,48892,98628
5854,3397,,7,7.0,4.29,48906,98655
5855,3398,,7,7.0,4.29,48916,98676
5856,3399,,7,7.0,4.29,48930,98703
5857,3400,,7,7.0,4.29,48944,98730
5858,3401,,7,7.0,4.29,48958,98757
5859,3402,,7,7.0,4.29,48968,98778
5860,3403,,7,7.0,4.29,48982,98805
5861,3404,,7,7.0,4.29,48996,98832
5862,3405,,7,7.0,4.29,49010,98859
5863,3406,,7,7.0,4.29,49024,98886
5864,3407,,7,7.0,4.29,49034,98907
5865,3408,,7,7.0,4.29,49048,98934
5866,3409,,7,7.0,4.29,49062,98961
5867,3410,,7,7.0,4.29,49076,98988
5868,3411,,7,7.0,4.29,49086,99009
5869,3412,,7,7.0,4.29,49100,99036
5870,3413,,7,7.0,4.29,49114,99063
5871,3414,,7,7.0,4.29,49128,99090
5872,3415,,7,7.0,4.29,49142,99117
5873,3416,,7,7.0,4.29,49152,99138
5874,3417,,7,7.0,4.29,49166,99165
5875,3418,,7,7.0,4.29,49180,99192
5876,3419,,7,7.0,4.29,49194,99219
5877,3420,,7,7.0,4.29,49204,99240
5878,3421,,7,7.0,4.29,49218,99267
5879,3422,,7,7.0,4.29,49232,99294
5880,3423,,7,7.0,4.29,49246,99321
5881,3424,,7,7.0,4.29,49260,99348
5882,3425,,7,7.0,4.29,49270,99369
5883,3426,,7,7.0,4.29,49284,99396
5884,3427,,7,7.0,4.29,49298,99423
5885,3428,,7,7.0,4.29,49312,99450
5886,3429,,7,7.0,4.29,49322,99471
5887,3430,,7,7.0,4.29,49336,99498
5888,3431,,7,7.0,4.29,49350,99525
5889,3432,,7,7.0,4.29,49364,99552
5890,3433,,7,7.0,4.29,49378,99579
5891,3434,,7,7.0,4.29,49388,99600
5892,3435,,7,7.0,4.29,49402,99627
5893,3436,,7,7.0,4.29,49416,99654
5894,3437,,7,7.0,4.29,49430,99681
5895,3438,,7,7.0,4.29,49440,99702
5896,3439,,7,7.0,4.29,49454,99729
5897,3440,,7,7.0,4.29,49468,99756
5898,3441,,7,7.0,4.29,49482,99783
5899,3442,,7,7.0,4.29,49496,99810
5900,3443,,7,7.0,4.29,49506,99831
5901,3444,,7,7.0,4.29,49520,99858
5902,3445,,7,7.0,4.29,49534,99885
5903,3446,,7,7.0,4.29,49548,99912
5904,3447,,7,7.0,4.29,49558,99933
5905,3448,,7,7.0,4.29,49572,99960
5906,3449,,7,7.0,4.29,49586,99987
5907,3450,,7,7.0,4.29,49600,100014
5908,3451,,7,7.0,4.29,49614,100041
5909,3452,,7,7.0,4.29,49624,100062
5910,3453,,7,7.0,4.29,49638,100089
5911,3454,,7,7.0,4.29,49652,100116
5912,3455,,7,7.0,4.29,49666,100143
5913,3456,,7,7.0,4.29,49676,100164
5914,3457,,7,7.0,4.29,49690,100191
5915,3458,,7,7.0,4.29,49704,100218
5916,3459,,7,7.0,4.29,49718,100245
5917,3460,,7,7.0,4.29,49732,100272
5918,3461,,7,7.0,4.29,49742,100293
5919,3462,,7,7.0,4.29,49756,100320
5920,3463,,7,7.0,4.29,49770,100347
5921,3464,,7,7.0,4.29,49784,100374
5922,3465,,7,7.0,4.29,49794,100395
5923,3466,,7,7.0,4.29,49808,100422
5924,3467,,7,7.0,4.29,49822,100449
5925,3468,,7,7.0,4.29,49836,100476
5926,3469,,7,7.0,4.29,49850,100503
5927,3470,,7,7.0,4.29,49860,100524
5928,3471,,7,7.0,4.29,49874,100551
5929,3472,,7,7.0,4.29,49888,100578
5930,3473,,7,7.0,4.29,49902,100605
5931,3474,,7,7.0,4.29,49912,100626
5932,3475,,7,7.0,4.29,49926,100653
5933,3476,,7,7.0,4.29,49940,100680
5934,3477,,7,7.0,4.29,49954,100707
5935,3478,,7,7.0,4.29,49968,100734
5936,3479,,7,7.0,4.29,49978,100755
5937,3480,,7,7.0,4.29,49992,100782
5938,3481,,7,7.0,4.29,50006,100809
5939,3482,,7,7.0,4.29,50020,100836
5940,3483,,7,7.0,4.29,50030,100857
5941,3484,,7,7.0,4.29,50044,100884
5942,3485,,7,7.0,4.29,50058,100911
5943,3486,,7,7.0,4.29,50072,100938
5944,3487,,7,7.0,4.29,50086,100965
5945,3488,,7,7.0,4.29,50096,100986
5946,3489,,7,7.0,4.29,50110,101013
5947,3490,,7,7.0,4.29,50124,101040
5948,3491,,7,7.0,4.29,50138,101067
5949,3492,,7,7.0,4.29,50148,101088
5950,3493,,7,7.0,4.29,50162,101115
5951,3494,,7,7.0,4.29,50176,101142
5952,3495,,7,7.0,4.29,50190,101169
5953,3496,,7,7.0,4.29,50204,101196
5954,3497,,7,7.0,4.29,50214,101217
5955,3498,,7,7.0,4.29,50228,101244
5956,3499,,7,7.0,4.29,50242,101271
5957,3500,,7,7.0,4.29,50256,101298
5958,3501,,7,7.0,4.29,50266,101319
5959,3502,,7,7.0,4.29,50280,101346
5960,3503,,7,7.0,4.29,50294,101373
5961,3504,,7,7.0,4.29,50308,101400
5962,3505,,7,7.0,4.29,50322,101427
5963,3506,,7,7.0,4.29,50332,101448
5964,3507,,7,7.0,4.29,50346,101475
5965,3508,,7,7.0,4.29,50360,101502
5966,3509,,7,7.0,4.29,50374,101529
5967,3510,,7,7.0,4.29,50384,101550
5968,3511,,7,7.0,4.29,50398,101577
